Customer_ID,Age,Gender,Region,Membership_Type,Monthly_Spending,Number_of_Orders,Days_Since_Last_Purchase,Customer_Support_Calls,Average_Rating,Used_Coupon,Newsletter_Subscribed,Device_Type,Churned
298,30.0,Male,Manitoba,Silver,204.0,3,39,3,2.0,No,Yes,Tablet,No
299,33.0,Male,Ontario,Gold,603.0,0,225,9,5.0,No,No,Tablet,No
300,43.0,Female,Ontario,Silver,966.0,13,108,3,5.0,Yes,Yes,Mobile,No
301,47.0,Female,Quebec,Gold,650.0,1,271,8,5.0,No,Yes,Desktop,No
302,67.0,Male,Manitoba,Basic,125.0,18,90,4,5.0,Yes,Yes,Mobile,No
303,61.0,Male,British Columbia,Silver,600.0,1,19,1,3.0,No,Yes,Tablet,No
304,34.0,Female,Manitoba,Silver,523.0,22,288,3,4.0,Yes,No,Desktop,No
305,65.0,Male,Manitoba,Basic,420.0,2,290,1,2.0,No,Yes,Mobile,Yes
306,20.0,Female,Manitoba,Basic,103.0,0,239,6,2.0,No,No,Mobile,Yes
307,51.0,Male,Quebec,Silver,1120.0,15,237,4,5.0,Yes,Yes,Desktop,No
308,43.0,Female,Alberta,Silver,932.0,1,128,3,4.0,No,Yes,Desktop,No
309,44.0,Male,British Columbia,Silver,901.0,7,317,4,1.0,Yes,Yes,Mobile,No
310,26.0,Male,Manitoba,Basic,822.0,13,29,4,5.0,No,Yes,Mobile,No
311,25.0,Male,Manitoba,Silver,770.0,1,290,1,3.0,Yes,Yes,Mobile,No
312,46.0,Female,Manitoba,Silver,274.0,6,5,6,5.0,Yes,No,Mobile,No
313,33.0,Male,Alberta,Silver,213.0,4,257,2,5.0,No,No,Mobile,No
314,30.0,Female,Manitoba,Basic,856.0,20,118,7,2.0,No,No,Desktop,Yes
315,44.0,Male,Ontario,Platinum,160.0,8,299,6,4.0,No,No,Mobile,No
316,65.0,Male,Manitoba,Silver,395.0,20,52,5,4.0,Yes,Yes,Mobile,No
317,68.0,Female,Quebec,Basic,496.0,7,353,1,1.0,Yes,No,Desktop,Yes
318,41.0,Male,British Columbia,Silver,276.0,20,68,4,2.0,Yes,Yes,Mobile,No
319,41.0,Male,British Columbia,Platinum,327.0,13,196,3,1.0,No,No,Mobile,No
320,45.0,Male,Ontario,Basic,419.0,15,297,1,3.0,No,Yes,Mobile,No
